event_id,transaction_hash,block_number,nft_address,token_id,from_address,to_address,transaction_value,timestamp,tsdate
31f6bcca-2cdc-4534-90c4-23a16fd59f40,0x0e666e8f4c95f3f23f71e4afe5cd97e538e58dc224db81bf6d40e50202565629,13269961,0x059EDD72Cd353dF5106D2B9cC5ab83a52287aC3a,7583,0x6eF2376fA6e12Dabb3a3ED0Fb44E4ff29847Af68,0x55FaF0e5E6e532b1C5799bDEec1A0F193E54a92D,9.225e+20,1632238523,2021-09-21
69a26d96-93da-4957-9769-f7aeca8d1b7c,0xb67aca2dd75128e3af8678bf7da784b553ba7ed57e6e5f396017796635742ce6,13095021,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000772,0xBA19BA5233b49794c33f01654e99A60E579E6f29,0x3996d04e534E03ea4bC0a2C3f27De4C183f7C733,7.77e+20,1629901024,2021-08-25
148319b0-2671-4354-908d-49916bdb2b70,0x0997f8c042b20ca4baa7fbcb655a1593fde07753c93b2ec832d0ca6ccc19e394,13024793,0x059EDD72Cd353dF5106D2B9cC5ab83a52287aC3a,3784,0x79ECd68A6bcDF40F40Bf0DC0C1FcC962aA8c6213,0x56178626332FC530561535eEAa914B863aA455F2,7.5e+20,1628964297,2021-08-14
a8063f1d-b438-4a8e-83ae-f55257a0c43c,0xb14610c52ad3161a6afdee3278a779d624e4a2d89c717782fe81d6320bcf4ff1,13174472,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3749,0xe32ACFcEdfa8BDa1d0ed03CaFa854219Ce0C9cEA,0x7A9fe22691c811ea339D9B73150e6911a5343DcA,7.4e+20,1630962149,2021-09-06
91f97405-67fa-47a2-a016-dbfe599fdf69,0x6e2e3032784af6e6713fc543dfa4744a52bab70a231ddd93c1cbc5d2579054b5,13047617,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000723,0x05467eCEa464e1704c3Fd142ef9ba816BA7a7088,0x359fC4E06c2fcC902E6F1DBECEB86e07660940d2,6.5e+20,1629267847,2021-08-18
963d0d0f-7ddd-4871-9b44-98d2cb93dda3,0x68abe0839a37b5497861707fe634565cab507ae28331384aa7fb2a89da1f31a4,13214906,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3928,0xea39c551834D07EE2EE87f1cEFF843c308e089AF,0xF50791538E9afc3d3Af2953C313f2db96fd993Ab,6.26e+20,1631502615,2021-09-13
ae67aba8-64b1-4438-90d7-fb13a2de1c84,0x68abe0839a37b5497861707fe634565cab507ae28331384aa7fb2a89da1f31a4,13214906,0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623,3928,0xea39c551834D07EE2EE87f1cEFF843c308e089AF,0xF50791538E9afc3d3Af2953C313f2db96fd993Ab,6.26e+20,1631502615,2021-09-13
9b87af97-3757-428b-b45c-e09565254210,0x6568317017d8722ecff2d2be77c2ddcc53e827541d86eb4598243ae8f9b0bb07,12205115,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,23154,0x45Fa9AB78aE37fbB282F8069b49765ECAa04c0e7,0x0bD3D88aec644c098574C881c25e963d9f57CA57,6.18e+20,1617964092,2021-04-09
3585eaa2-7b09-4a22-83f7-d3512e6a72af,0x4a73efac0200f536d6aea59b966d1ab5ac095cd41508c06e2772c4dbd1d513a5,13146963,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,7090,0x4851512De5bd4D035A56eB95Bb4709452091cac7,0x17082a8Fbae3C10d73A361F218aE77Bafb62bf4d,6.0e+20,1630594781,2021-09-02
d8e74a1b-6095-4fb0-872d-db6499caa7ec,0x7dc33f801ecf2ab89e13c64db7dab36bfb1646264e5e25e29c4c3c684c768ba6,13127713,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,23000553,0x6dC06255f5e9221e579c207b81d17c07a8Ae8188,0x84D34f4f83a87596Cd3FB6887cFf8F17Bf5A7B83,5.55e+20,1630338451,2021-08-30
51f7407c-d0b0-42c7-80e6-6b80c43c53b0,0x7dc33f801ecf2ab89e13c64db7dab36bfb1646264e5e25e29c4c3c684c768ba6,13127713,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,53000328,0x6dC06255f5e9221e579c207b81d17c07a8Ae8188,0x84D34f4f83a87596Cd3FB6887cFf8F17Bf5A7B83,5.55e+20,1630338451,2021-08-30
fa372724-b247-4444-b6d0-7818c5da75ff,0x7dc33f801ecf2ab89e13c64db7dab36bfb1646264e5e25e29c4c3c684c768ba6,13127713,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,7000088,0x6dC06255f5e9221e579c207b81d17c07a8Ae8188,0x84D34f4f83a87596Cd3FB6887cFf8F17Bf5A7B83,5.55e+20,1630338451,2021-08-30
43671c5f-61c4-49c4-80cc-73570c9f9895,0x7dc33f801ecf2ab89e13c64db7dab36bfb1646264e5e25e29c4c3c684c768ba6,13127713,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000241,0x6dC06255f5e9221e579c207b81d17c07a8Ae8188,0x84D34f4f83a87596Cd3FB6887cFf8F17Bf5A7B83,5.55e+20,1630338451,2021-08-30
f7c3409d-18ea-4d37-bbda-f8ee547074d2,0xeb3e7d6fc2c826f4828084af2c8720914f7f7aedfabf46b99dbee871a3dc3e50,13127654,0x371020c4a69457935584F68000E4F883e4e8Ed98,40,0x84D34f4f83a87596Cd3FB6887cFf8F17Bf5A7B83,0x1c1919Ec9de318b58fA66baE7449438C673E10B8,5.500025e+20,1630336867,2021-08-30
1e719137-bf0a-4e4f-8bfc-909bc0cab767,0x8c9535f8f06ba26d53ab5b8455094848b1930ea3737237ce5346f70ab5a21459,13123152,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8135,0x716eb921F3B346d2C5749B5380dC740d359055D7,0x7BeF8662356116cb436429F47e53322B711F4E42,5.00888e+20,1630277591,2021-08-29
e5e8b0fd-6b8f-4b12-935a-df98b80dbe47,0xc5f508756b4a926a1657755d27fc4c4754800a5e39407c8a80d97e77470fbbf5,13078005,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000529,0xb52343dBB87Db123289EBbd6d8277ce9f1b71CA1,0x6c0Cf880cB20EefabFB09341Fba9e2Bd29ad3DFA,5.0e+20,1629673190,2021-08-22
96fc3c84-c03f-4194-b127-1111f94d2eb4,0x5d6dfefe3c8b8c11190add2079650c2561dd8a2ff87a22a029fe6768c4d09ec3,13102793,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,9361,0x32Dd0756316b31D731AA6Ae0F60B9b560E0eD92c,0x07cc65Ec4de72Fdf7d2B6C39Fd80c4EA4706215B,5.0e+20,1630004415,2021-08-26
0ad43d19-3003-4c9f-a9ad-e3867b101cf7,0x512163f8dd27fad6832d9acc10a9a8b5069e84dc1c2413e82fcd027d40399d16,13103172,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000686,0x57e51b8bBE76DAcD1b16D85335909cE69FDc9d63,0x924Ec2504CC71CdbD39011B417ac5a9D3d4dFF1b,5.0e+20,1630009566,2021-08-26
286846ec-2210-4f4a-b28c-8c67e7d715a7,0x0cea0f87c3b106d991bd44ddbd931252ddb60979ac803816a8e1b1acb3712429,13110179,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000870,0xAfd37C11f9DFEe561db31D9bAb7cEc4812BBD241,0x88D3574660711e03196aF8A96f268697590000Fa,5.0e+20,1630103903,2021-08-27
c1a33311-a97f-4a7d-836b-34b801f722a5,0xf3bb2e6dc03871e475a3fa0c08abcd1d84d6733ea97b41ac390282934f154da2,13128442,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000229,0x6456f20453A383004F17B921Cd770d187fCD30eF,0x179456bf16752FE5Eb8789148E5C98Eb39D87Fe5,5.0e+20,1630348774,2021-08-30
c53ffe21-2daf-4ecd-9a24-3f30098d810d,0x52e37089b627b303a7cd3116ec2fb8c20c41e7fb411def2a9ed646abd7c7ede3,13251485,0x059EDD72Cd353dF5106D2B9cC5ab83a52287aC3a,6339,0xFFb6D97Bd1E7B7bd08595096d15037401A1f416B,0xfD22004806A6846EA67ad883356be810F0428793,4.85e+20,1631992160,2021-09-18
90153a86-be81-40c2-bfec-6331c7dd57d8,0x3400f1233503ca6c9dfeebc6b2a158c20d3f01adcc28e335d024935cda5959da,12961067,0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7,18574,0x4bbb41F61fFfc1Bbe65a2aa192C65281E16eA758,0xD049b3064990869C9F73bD7896271d83325D2067,4.69e+20,1628112522,2021-08-04
4d03a699-e275-4fad-b66a-1d1ec10a48fc,0x60e3d99c34d98ab79482618bc7a58b475b47f536f3348422a4c3126b70ca72cd,13136657,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,463,0x5E1d178fd65534060c61283b1ABfe070E87513fD,0xA2879B11D45e53E6C0a9a3738674A1fd6BBaD5C7,4.6e+20,1630457610,2021-09-01
c75a9b2d-5bcc-4259-a8c9-5c61b73a81cc,0x24f41335d616fc82073b718ab91a660927fbfc737f21a0f627804aeda3290168,13154304,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000547,0xB5696E4057B9BA76616cEcB5A537eAcA7B3CDf54,0x61D9d9cc8C3203daB7100eA79ceD77587201C990,4.6e+20,1630692907,2021-09-03
70f7a922-ad81-4768-ba2b-cb6e032d1bcf,0x3aa626daa7a3735cb5d25f82d0ff77bcd0622015f1d8cf18da9cc6c9c909ed0e,13137773,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000006,0x2649C4628da55e874c85Fa0Bcb189777Cd41B8AD,0x716eb921F3B346d2C5749B5380dC740d359055D7,4.5888e+20,1630472014,2021-09-01
740064e6-54c0-4b0b-9b0d-dcd40e8e8470,0xc88743e7a8c154dbca20662af0051011b840d808f36604895d00ad388e77439f,13134834,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,403,0xC1be67AE82Bd934b4A5e0C0F5C91dD5F3067687E,0xfE155fBEd8eEbc74C29CE92A19E13C1acd9F47CB,4.49e+20,1630433103,2021-08-31
36efd65b-2653-4d79-ad8d-75d224de4655,0xab54b63f3c165f3adcb885dd1d044ad3f84e9e889f1f2ae69d8d2f53100f5ffc,13139088,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,486,0xac4bB350E235e5071cc4e56230256B08aed594E3,0xA2879B11D45e53E6C0a9a3738674A1fd6BBaD5C7,4.44e+20,1630490394,2021-09-01
67dea367-311e-4305-a987-47ccc9705a9e,0x24bcff3ac4cc3674ba42debe7267b2f6a411901291d13f1f939b344ab088343a,13187872,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,78000135,0x1b76b5ED8b705B5E3921F6c7EDDe1fe41E5847A9,0x519636198B3C1b36806AB3C9b6919F675Cfd70A0,4.375e+20,1631140849,2021-09-08
96695ebc-e1ae-47db-b8a2-4fe5dc86cd88,0xcb98eec09ad8616db32aa7b142afc1e7bb5e683e73d56bfd95a66d7686e93bce,13124534,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8877,0x7BeF8662356116cb436429F47e53322B711F4E42,0x504F45EB0689dc2197B37100bB777707377b563E,4.25e+20,1630295791,2021-08-30
a1f3fb38-2ba7-49b3-9846-6fb91cb565d9,0xc7b7c91eafa8d1615e862d6dba5845567a7e9363d525226c0f790bdb24ecb65a,13025959,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,5004,0xef5c8dfB7aBaa3acd759D77Fb156ceA315eB69b8,0x0F0eAE91990140C560D4156DB4f00c854Dc8F09E,4.2e+20,1628979510,2021-08-14
67ae7a16-51eb-4a6b-b023-604d9d14cc0c,0xc7b7c91eafa8d1615e862d6dba5845567a7e9363d525226c0f790bdb24ecb65a,13025959,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,7365,0xef5c8dfB7aBaa3acd759D77Fb156ceA315eB69b8,0x0F0eAE91990140C560D4156DB4f00c854Dc8F09E,4.2e+20,1628979510,2021-08-14
e02767d5-a150-4554-b398-b547d7b01628,0xc7b7c91eafa8d1615e862d6dba5845567a7e9363d525226c0f790bdb24ecb65a,13025959,0x1eFf5ed809C994eE2f500F076cEF22Ef3fd9c25D,103,0xef5c8dfB7aBaa3acd759D77Fb156ceA315eB69b8,0x0F0eAE91990140C560D4156DB4f00c854Dc8F09E,4.2e+20,1628979510,2021-08-14
2edfd46b-1d60-4b5d-9582-a9e034f82f78,0x042a7036412e522e5e179fc353387280e19a20d95881f97944c710fe5a726fc6,13065287,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,23000397,0x99B57c09f37A3657e2215aFd59F7B4de98bCE3ff,0x9F97EB07C5D6b331cb4D5b9d1a0bcFcbE737d60E,4.2e+20,1629503595,2021-08-20
5faa29a3-94fb-41c7-b145-884dd97e6dd3,0x2c349bca196584fc72f0f938547a8bde7091bb1ae9be2dd3c06b0872df3f4cac,13082383,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,1734,0xB74D5f0a81Ce99aC1857133E489bC2b4954935fF,0xA2efa94766ee867C91f71e8020A3c97aE687E5c3,4.2e+20,1629732874,2021-08-23
dc21061f-f384-4477-8807-d43ad3f2621f,0x6e7d3c89dcde8c3aff6ebb5b3485e8dd8456f42299534277689c698740c5ef62,13270051,0x059EDD72Cd353dF5106D2B9cC5ab83a52287aC3a,2855,0x28eD88c5F72C4e6DfC704f4CC71a4B7756BC4DbC,0x55FaF0e5E6e532b1C5799bDEec1A0F193E54a92D,4.2e+20,1632239729,2021-09-21
443f590b-34e5-4a4e-83f6-14b63ce72f16,0xbcff0238c3061f13f08ef435de20c9a7950514cd20912afe8f419a3c75376594,12367529,0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7,8598,0xC6C7E6B7e463F6b4F5849D0e6Ecd95194b8A85EC,0xbb1eC73938b9Df4baaB4F5c43AF96385A862811E,4.2e+20,1620128552,2021-05-04
0aa51281-2553-4f1d-a179-d74b93124723,0x54d29b17d89b16e9557b88933971f08c7e90a16c0bb64152eeea059fa4d152e4,12989714,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000052,0x0B7917b62BC98967e06e80EFBa9aBcAcCF3d4928,0x924Ec2504CC71CdbD39011B417ac5a9D3d4dFF1b,4.0e+20,1628496037,2021-08-09
93bb490a-df4e-4af5-9cfb-ac063a494925,0xaf2fab50ba6eb1a26fcf8c0a8a8e35bb27cd036f589a3d9793ca14de6bdb2a99,13005408,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,3749,0x7d01dd0c1c293c73500D00D649516161Cee3E387,0xe32ACFcEdfa8BDa1d0ed03CaFa854219Ce0C9cEA,4.0e+20,1628705325,2021-08-11
b2f54cd8-24a0-4609-877f-7be0d49d9bf7,0x78e8bd8388fa4579cbefb252b7d567162cd30bcb5773bb198ecbb619e5fcc655,13128935,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000669,0x4e1A2BEE9D69f02e19eafDd940f590360bFD17C3,0x55FaF0e5E6e532b1C5799bDEec1A0F193E54a92D,4.0e+20,1630354886,2021-08-30
828a2865-2822-4c1b-beee-bdb0fd88c5cb,0xf2765747aa1f5e8e86623dae497be7bfefd1d6be244991ac61010f11d5611b15,13139757,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,26905,0xE0753cfcAbB86c2828B79a3DDD4Faf6AF0db0EB4,0x55FaF0e5E6e532b1C5799bDEec1A0F193E54a92D,3.99999985e+20,1630498662,2021-09-01
84266598-aaa0-4630-9243-2e4791241022,0x98c8c683bbbbb053f71e629f26d0e5c3a99eb15a3c4fb5f64aa67049db4e0830,13103093,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8585,0x614008ad48CdEF4b6F27cF9CA657db8f9D2376f5,0x6Ec30Fd91A504Aad948839B985C7263888B2Ad68,3.97e+20,1630008558,2021-08-26
c66b5d04-e926-4794-8606-7a91e8ba7594,0xd9c4ac0ae1389cbbe8bd45bc126ba5b48ccc770bccc15de73e1bc698a7114a9c,12368828,0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7,12702,0x445c372fC4005Fe10dd09a1FcBD6be0433E23344,0xC6C7E6B7e463F6b4F5849D0e6Ecd95194b8A85EC,3.95e+20,1620145619,2021-05-04
89d757b1-3d87-4dc5-8d65-2c8b1d16b8fe,0x85ff5375ea21c42a9ae6ae38621f69bba878c3ebace5888f7357e95bbd6f189e,12369628,0x7Bd29408f11D2bFC23c34f18275bBf23bB716Bc7,776,0xC6C7E6B7e463F6b4F5849D0e6Ecd95194b8A85EC,0xeEE5Eb24E7A0EA53B75a1b9aD72e7D20562f4283,3.9e+20,1620156586,2021-05-04
2dd4f7ba-b411-4952-bcee-534afac0eeca,0xb2f8e3947b838cc31d9bc93165a5170a4f8b932f9aa20db7fee7ab34b0d854fc,13127934,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,4177,0x06550f45f6A0cf23F4A22612d2501078d5323a52,0x7BeF8662356116cb436429F47e53322B711F4E42,3.888e+20,1630341433,2021-08-30
682a516d-103a-4af2-a849-5f2df44da124,0x1cbc048538d3a4c1c755fc1f154cf893081d873f3d6642675693162d30a6ede7,13231274,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,336,0xe1D29d0a39962a9a8d2A297ebe82e166F8b8EC18,0x55FaF0e5E6e532b1C5799bDEec1A0F193E54a92D,3.84375e+20,1631721633,2021-09-15
5552af41-b64e-43bd-8e48-2f983a20082a,0x8f2766aece2d075e9d59687e6c4aad97408152bec12eff76925ef3f82c2f698d,13112465,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,381,0xf6Bc89cc57e33c4e8053C4d8e63b70bf8C47e1A1,0x52d9651183A3a3E0072986296e14FCc3EC942760,3.81e+20,1630134692,2021-08-28
d7096ff1-e086-4101-95ef-c126ab24111e,0x448c8d0ac971e02e10740bc87695e7664b472a6293ffef8d7d4a4d8abda0a67e,12984472,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,8650,0x721931508DF2764fD4F70C53Da646Cb8aEd16acE,0x7BeF8662356116cb436429F47e53322B711F4E42,3.75e+20,1628426466,2021-08-08
fe637bff-1a15-4b3a-9834-742b459f246e,0x448c8d0ac971e02e10740bc87695e7664b472a6293ffef8d7d4a4d8abda0a67e,12984472,0xba30E5F9Bb24caa003E9f2f0497Ad287FDF95623,8650,0x721931508DF2764fD4F70C53Da646Cb8aEd16acE,0x7BeF8662356116cb436429F47e53322B711F4E42,3.75e+20,1628426466,2021-08-08
034d543c-4029-4627-bf64-3e79632e9a32,0xbec413dda07996da11d778a57f1f4baa2d80d6fc5b275acf3ba04debab270b2f,13098616,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,76000041,0xDa75f63B9Cb1cF7668bB0EE34fA718bC1CB5bbc1,0x7b8961F67382C51C389726667ef7dD7CF95FEfd3,3.75e+20,1629949419,2021-08-26
93d42dae-860c-42dd-ba31-c3a0255d6bea,0xb172b944241dddf4766db6baf5338d9927138ae56c5484308000208d7471f2b0,12989717,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000360,0x3612b2e93b49F6c797066cA8c38b7f522b32c7cb,0x924Ec2504CC71CdbD39011B417ac5a9D3d4dFF1b,3.7e+20,1628496112,2021-08-09
db7f79d3-67ca-41be-9855-2cc65d1a32a8,0x9a23e060f4ff30110e112960b008cb799f0c6ba52cf8bf0afd8f66f49e5e590d,13112625,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,261,0x0E9AED5c7721c642A032812C2c4816f7d6cB87d7,0xb4Fd56f6EF0D91030ff7EADE07447d6b657D5638,3.55e+20,1630136952,2021-08-28
051a937d-0681-4143-b8e4-7cf21f403d7d,0x660f6e6556030ff6e50a27d7553e903c8ec462184439422f87efdd65717d6f5e,12154603,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,483,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x0c41409B8E024b762f07b13dA602409Be37AC4D5,3.55e+20,1617293456,2021-04-01
b88ef682-0815-43b8-a1c0-1ba5d5a9b9bf,0x660f6e6556030ff6e50a27d7553e903c8ec462184439422f87efdd65717d6f5e,12154603,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,451,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x0c41409B8E024b762f07b13dA602409Be37AC4D5,3.55e+20,1617293456,2021-04-01
ea833b1d-8f19-48f3-a022-f021f5056386,0x660f6e6556030ff6e50a27d7553e903c8ec462184439422f87efdd65717d6f5e,12154603,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,344,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x0c41409B8E024b762f07b13dA602409Be37AC4D5,3.55e+20,1617293456,2021-04-01
666a583f-4ea3-47e8-bd3a-ce048f98de7a,0x660f6e6556030ff6e50a27d7553e903c8ec462184439422f87efdd65717d6f5e,12154603,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,287,0xf3860788D1597cecF938424bAABe976FaC87dC26,0x0c41409B8E024b762f07b13dA602409Be37AC4D5,3.55e+20,1617293456,2021-04-01
471d281d-7008-4605-86d6-c1d2b648585b,0xab5e78eced0c435c0b882b0616daf5a20e81eb7dc31f56b5b6a5da7fb468cd34,13038180,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000377,0xBA19BA5233b49794c33f01654e99A60E579E6f29,0xef5c8dfB7aBaa3acd759D77Fb156ceA315eB69b8,3.5e+20,1629142461,2021-08-16
96988b64-495f-4fe4-b46e-37b81ab6ae93,0x5a6acde9c55fcc0cb270e252b0b839f39d3b8d932d86f0c6cc0b533abdbd06bb,13101239,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000789,0x44Ed32B27AeBf445c209DAb3EA7E3a9D50F37B2A,0x924Ec2504CC71CdbD39011B417ac5a9D3d4dFF1b,3.5e+20,1629984383,2021-08-26
201f24c5-628f-445f-9e2a-5eb595b82395,0x35875ffff02ef5af745baca33b78bee9ddd54882bd0614a0e443b8f62b46d81e,13086100,0xd4e4078ca3495DE5B1d4dB434BEbc5a986197782,412,0x696ed7b26f4B019CEeC78DC8b9140ad64A6f354B,0xA02113a2ed51e82B05649709FbBD4232dc11244c,3.45e+20,1629782418,2021-08-24
eee6e553-ba10-4528-8021-3a1306fae5aa,0xf2128d1652052f9debaba04f9e827f4b7862e2660625d9ba2321be098357c6d9,13121646,0x60E4d786628Fea6478F785A6d7e704777c86a7c6,1796,0xb561Bfc83814d7c5EE2F3917d0FA3A56a64E27A6,0x7BeF8662356116cb436429F47e53322B711F4E42,3.35e+20,1630257313,2021-08-29
0df21be3-e6e1-4763-b903-c00787fd3f32,0x821f1b9d1a1afef84176dd482ca73114391ec204c5cf644d1f530c25ccb14e7b,13123882,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,13000736,0x08C880D0d99f732369B45c3A27520F76a5b4c316,0xd27A762E4116a14Ae03AE954d99626EC1E8EDaE7,3.33e+20,1630287454,2021-08-30
1e3e4081-02c5-4279-9bb7-23a5f2a6379b,0xc7bc734f230336d663e9b3fd2d25e83a7d4cfdb54560cc05dccfb5322fc520cc,13101568,0x3D9b128cE781A4a9C1057f785D97131A6357ca38,4700030016,0x4595ff64328Faf80a8cf0D52355639984b6Af23C,0xD387A6E4e84a6C86bd90C158C6028A58CC8Ac459,3.3e+20,1629988313,2021-08-26
